LATITUD,LONGITUD,ACTIVIDAD,TIPO,FECHA
-3.59231584,-80.74383898,Hidrocarburos,ITS,16/11/2018
-15.16248845,-75.06173559,Minería,ITS,31/10/2017
-14.22957477,-70.32541821,Minería,ITS,26/07/2017
-17.61102808,-69.66784948,Minería,Clasificación,9/01/2017
-8.04570552,-77.45133776,Minería,ITS,17/07/2017
-7.61210397,-78.20191828,Minería,ITS,28/02/2017
-12.2414,-76.9432,Hidrocarburos,EIA-d,23/04/2019
-12.04521408,-69.13090882,Transportes,ITS,3/03/2020
-6.04845916,-78.89591233,Transportes,ITS,8/05/2020
-11.96838087,-76.88147152,Minería,ITS,4/10/2019
-14.2296,-70.3254,Minería,ITS,24/08/2018
-10.09344063,-76.3117082,Transportes,Clasificación,3/06/2020
-13.18942492,-70.39727314,Transportes,ITS,4/06/2020
-15.8464252,-72.44798171,Transportes,Clasificación,8/06/2020
-11.18528009,-75.46484505,Electricidad,ITS,7/08/2019
-17.10128595,-70.62390642,Minería,ITS,16/10/2018
-10.62619379,-76.21057555,Minería,ITS,8/11/2018
-11.66529083,-73.02117358,Hidrocarburos,ITS,13/09/2019
-17.00311927,-72.10359747,Transportes,Clasificación,22/01/2020
-13.57665682,-70.43665613,Electricidad,ITS,27/06/2019
-12.77517675,-74.7196804,Transportes,Clasificación,16/01/2020
-6.45710884,-76.3087152,Transportes,ITS,25/07/2019
-10.62593988,-76.68099049,Minería,ITS,10/02/2017
-14.07110415,-72.06812095,Transportes,Clasificación,18/10/2018
-12.08649738,-75.20833548,Transportes,Clasificación,22/10/2018
-13.00621581,-76.3819833,Agricultura,Clasificación,28/06/2019
-6.04602129,-77.01973776,Transportes,ITS,30/04/2019
-14.72682934,-73.17972761,Minería,ITS,11/12/2019
-15.1868,-71.8607,Minería,ITS,17/12/2018
-4.46668858,-81.15763923,Hidrocarburos,ITS,21/11/2018
-4.28196569,-81.13390524,Hidrocarburos,ITS,10/09/2018
-8.57847123,-77.6387576,Electricidad,ITS,10/08/2018
-9.03336034,-75.49297942,Electricidad,EIA-d,13/08/2018
-6.12385326,-76.84167805,Transportes,ITS,9/07/2019
-8.19794808,-77.94444533,Electricidad,Clasificación,3/02/2017
-10.68227324,-76.28112765,Minería,ITS,11/02/2020
-6.73433487,-78.69104144,Minería,ITS,24/02/2020
-4.88961203,-81.14777291,Hidrocarburos,ITS,27/09/2018
-3.60784355,-80.73765826,Hidrocarburos,ITS,22/11/2018
-11.15499649,-75.34112128,Electricidad,EIA-d,28/10/2019
-6.38565355,-76.59687558,Transportes,ITS,18/02/2019
-12.89360479,-70.06839137,Transportes,ITS,19/02/2019
-13.15209764,-70.39899865,Electricidad,ITS,27/08/2020
-11.4636,-73.314,Hidrocarburos,ITS,15/11/2016
-12.2527,-76.9258,Hidrocarburos,ITS,15/11/2016
-13.94584223,-76.02620635,Residuos Sólidos,EIA-sd,3/04/2019
-13.12107255,-76.38882457,Hidrocarburos,ITS,13/03/2020
-11.68704871,-73.0188366,Hidrocarburos,ITS,11/07/2018
-5.24378559,-74.32799635,Hidrocarburos,ITS,19/07/2018
-5.70652126,-77.84966467,Transportes,ITS,8/05/2020
-4.58133407,-81.28112485,Hidrocarburos,ITS,14/06/2019
-6.73433487,-78.69104144,Minería,ITS,9/05/2019
-15.40119806,-75.10861618,Electricidad,ITS,30/07/2020
-11.66942591,-76.08420546,Minería,ITS,15/08/2020
-11.60824367,-76.18403866,Minería,ITS,17/08/2020
-12.10054452,-76.86823366,Electricidad,Clasificación,20/03/2017
-8.83863417,-75.10423389,Hidrocarburos,ITS,5/04/2017
-12.37538878,-74.64658938,Electricidad,ITS,31/01/2017
-13.15209764,-70.39899865,Transportes,ITS,22/04/2020
-5.98709318,-77.28460452,Transportes,ITS,6/11/2019
-4.25478293,-81.13163633,Hidrocarburos,ITS,26/11/2018
-4.33360821,-81.23154447,Hidrocarburos,ITS,14/12/2018
-4.58726144,-81.27550981,Hidrocarburos,ITS,15/01/2019
-13.48757227,-71.78570913,Agricultura,Clasificación,13/05/2019
-5.85190955,-78.77108396,Transportes,ITS,29/07/2018
-6.14610754,-77.65751624,Transportes,Clasificación,2/10/2020
-6.47345211,-77.80370372,Transportes,Clasificación,5/10/2020
-10.6607934,-76.09296755,Transportes,Clasificación,15/10/2020
-11.653,-76.224,Minería,MEIA-d,22/11/2018
-11.69822993,-76.10891445,Minería,ITS,16/08/2019
-15.47221791,-71.93716735,Minería,ITS,18/06/2020
-7.77146331,-77.58935704,Minería,IGAPRO,27/07/2020
-16.4527,-71.5068,Electricidad,ITS,13/10/2016
-14.14803836,-73.11156555,Minería,Clasificación,17/08/2018
-4.3061036,-81.26696204,Hidrocarburos,ITS,20/02/2018
-11.9672,-76.8828,Minería,Clasificación,7/07/2020
-3.6737,-73.2567,Electricidad,MEIA-d,14/09/2016
-6.97612352,-78.48586496,Minería,ITS,4/07/2017
-15.2315,-75.1593,Minería,ITS,4/09/2016
-7.61227452,-78.20174512,Minería,ITS,29/05/2018
-7.9797,-77.4967,Minería,Clasificación,4/04/2016
-3.605,-80.7395,Hidrocarburos,ITS,22/03/2018
-11.1818049,-76.5256937,Minería,MEIA-d,16/02/2018
-5.68610308,-77.64507251,Transportes,ITS,17/09/2020
-5.24383096,-74.32812263,Hidrocarburos,ITS,11/12/2019
-13.97353012,-75.07036832,Minería,ITS,9/06/2020
-17.10012108,-70.62267478,Minería,ITS,12/06/2020
-11.56285786,-75.10089754,Electricidad,ITS,13/06/2020
-14.76404163,-72.38519095,Minería,ITS,31/03/2020
-4.4135315,-81.14102191,Hidrocarburos,ITS,30/01/2020
-14.95457315,-73.9200802,Minería,ITS,23/02/2018
-11.0103,-76.468,Minería,ITS,28/05/2018
-9.88394124,-76.575403,Transportes,ITS,9/10/2020
-12.02047415,-77.11972212,Transportes,ITS,6/11/2020
-17.05040715,-70.27191924,Agricultura,Clasificación,23/09/2020
-17.65469465,-70.45790147,Agricultura,Clasificación,7/10/2020
-14.51883515,-70.26678021,Transportes,ITS,17/03/2017
-17.28914109,-70.65105639,Electricidad,PPC,8/04/2016
-14.9848,-72.3111,Minería,ITS,29/12/2016
-6.83010821,-78.89867199,Minería,ITS,26/09/2017
-12.31132206,-75.70510821,Minería,EIA-d,12/10/2017
-7.65096375,-76.39882812,Electricidad,Clasificación,11/07/2017
-16.01873088,-72.029423,Electricidad,Clasificación,25/09/2017
-14.4182,-72.2888,Minería,ITS,30/12/2016
-4.28121767,-81.16118187,Hidrocarburos,ITS,17/02/2017
-12.04754348,-77.12164439,Minería,Clasificación,11/12/2017
-13.55096788,-72.59970694,Transportes,ITS,7/07/2020
-9.43654581,-77.56092398,Transportes,Clasificación,8/07/2020
-13.22777099,-74.60520531,Transportes,Clasificación,8/07/2020
-15.6431234,-68.0780889,Minería,PPC,23/10/2020
-11.62308569,-76.04233832,Minería,ITS,30/11/2018
-12.02507216,-77.05840786,Transportes,ITS,2/07/2018
-14.92624004,-70.76849846,Electricidad,Clasificación,15/06/2018
-12.15238724,-74.56010349,Transportes,Clasificación,23/03/2018
-12.35626915,-74.63414526,Electricidad,Clasificación,5/07/2018
-13.07225772,-70.35340068,Transportes,ITS,11/06/2018
-11.93674813,-77.11995865,Electricidad,ITS,14/12/2018
-12.0431,-77.1281,Minería,Clasificación,28/12/2016
-15.27500705,-75.20759243,Minería,MEIA-d,28/05/2019
-16.78103521,-71.78700871,Electricidad,Clasificación,13/07/2018
-11.0292,-76.4285,Minería,ITS,14/05/2018
-8.5414,-77.3135,Electricidad,Clasificación,5/05/2017
-12.24775953,-76.95111942,Hidrocarburos,Clasificación,8/08/2017
-13.49428912,-70.89730295,Transportes,ITS,9/07/2020
-13.0926,-76.3975,Hidrocarburos,ITS,7/07/2016
-12.1873575,-76.98367611,Electricidad,Clasificación,17/04/2017
-11.01011601,-76.40997186,Minería,ITS,5/06/2017
-11.48793725,-77.27955633,Minería,MEIA-d,9/01/2018
-3.14220073,-77.29823814,Hidrocarburos,Clasificación,1/12/2017
-8.54273107,-78.21119124,Transportes,Clasificación,3/07/2018
-7.89273372,-78.13074324,Minería,ITS,26/11/2018
-10.74982969,-75.5342096,Electricidad,Clasificación,19/10/2017
-8.22368592,-77.7938894,Minería,ITS,11/10/2019
-11.75085635,-76.00584413,Minería,ITS,17/10/2019
-17.09908301,-70.6292903,Minería,ITS,3/12/2019
-14.68872722,-74.19334761,Electricidad,Clasificación,1/02/2018
-13.34566786,-75.35078522,Transportes,Clasificación,17/04/2018
-14.5505555,-73.38088166,Transportes,Clasificación,11/07/2018
-4.5767,-81.2852,Hidrocarburos,ITS,27/07/2016
-10.06290772,-75.03433285,Hidrocarburos,Clasificación,13/04/2020
-7.9446,-78.2475,Minería,ITS,25/06/2020
-17.81186868,-69.87043482,Minería,ITS,24/04/2020
-4.6861,-81.231,Hidrocarburos,ITS,15/04/2016
-14.91405903,-71.34080095,Minería,ITS,21/12/2016
-16.0187,-72.0294,Electricidad,EIA-d,22/08/2018
-5.9326429,-80.77856747,Electricidad,Clasificación,9/10/2018
-11.0101,-76.41,Minería,ITS,13/02/2018
-3.80834021,-75.05944332,Hidrocarburos,ITS,8/11/2017
-14.85543115,-71.32406135,Electricidad,EIA-d,7/02/2020
-11.17797426,-75.34323642,Electricidad,Clasificación,31/12/2018
-16.62430383,-71.87181486,Transportes,Clasificación,27/02/2019
-16.66295493,-71.83911149,Agricultura,Clasificación,9/03/2018
-4.59001059,-81.22969648,Hidrocarburos,PPC,9/05/2018
-11.97240524,-76.86430774,Electricidad,Clasificación,16/04/2018
-13.03785631,-74.70850108,Agricultura,Clasificación,29/11/2017
-13.09175335,-70.36411614,Transportes,ITS,19/04/2018
-3.65695563,-73.24670539,Electricidad,ITS,6/07/2017
-17.1652,-70.6942,Minería,ITS,5/03/2018
-5.96911732,-80.849669,Minería,ITS,15/06/2018
-7.97917477,-77.49758319,Minería,MEIA-d,10/11/2017
-13.2571091,-76.31236406,Hidrocarburos,ITS,6/02/2018
-4.5318,-81.2176,Hidrocarburos,ITS,2/04/2018
-9.75216662,-77.52864023,Minería,ITS,27/06/2017
-13.08659507,-75.9937513,Minería,MEIA-d,11/08/2017
-11.88611548,-76.44724561,Transportes,Clasificación,24/09/2018
-12.04129301,-77.05422969,Electricidad,Clasificación,25/09/2018
-12.86697449,-74.19102025,Agricultura,Clasificación,26/09/2018
-5.75973103,-78.78636098,Transportes,Clasificación,28/09/2018
-10.57821426,-76.21004108,Minería,PPC,3/07/2017
-5.42269502,-78.52325067,Transportes,Clasificación,25/01/2017
-5.18797295,-80.6240409,Transportes,Clasificación,20/06/2017
-14.2033,-70.4853,Electricidad,Clasificación,19/06/2017
-17.81840252,-69.80963762,Minería,MEIA-d,10/10/2017
-14.33798322,-72.75336438,Minería,ITS,29/08/2017
-11.96715161,-76.88281255,Minería,ITS,29/04/2017
-11.5083,-73.2538,Hidrocarburos,ITS,28/12/2017
-15.3609,-74.8361,Minería,ITS,30/12/2017
-8.83863417,-75.10423389,Hidrocarburos,ITS,24/03/2017
-11.41755404,-69.49822859,Transportes,ITS,9/07/2020
-13.16606323,-73.42595264,Transportes,Clasificación,27/07/2020
-9.63883969,-77.03776202,Transportes,Clasificación,1/08/2018
-12.35712496,-76.8025685,Transportes,Clasificación,28/06/2017
-6.31373224,-78.22052434,Transportes,Clasificación,23/08/2017
-12.29214037,-76.83499469,Electricidad,Clasificación,24/03/2017
-13.80586973,-76.28946408,Transportes,ITS,9/06/2017
-14.7201373,-73.17802817,Minería,MEIA-d,2/05/2017
-14.65275381,-73.1313099,Minería,ITS,3/10/2017
-11.10113708,-75.3443276,Electricidad,Clasificación,18/09/2017
-5.24383096,-74.32812263,Hidrocarburos,ITS,22/07/2019
-4.5916,-81.2347,Hidrocarburos,MEIA-d,5/09/2018
-10.64783287,-76.51409616,Transportes,Clasificación,21/07/2020
-8.22910336,-78.98241216,Transportes,ITS,30/06/2020
-17.81586408,-69.8115133,Minería,ITS,31/07/2017
-12.03724522,-77.04380925,Transportes,ITS,21/02/2020
-11.58019648,-69.2850703,Transportes,ITS,20/12/2018
-8.17464834,-78.99739628,Transportes,Clasificación,29/03/2019
-12.38268562,-74.64830098,Electricidad,EIA-d,23/10/2019
-13.40699091,-72.06550063,Transportes,ITS,5/10/2018
-5.68992025,-78.79819141,Electricidad,Clasificación,11/10/2018
-7.23776485,-79.40707163,Agricultura,Clasificación,21/02/2018
-11.22639386,-75.36503495,Minería,PPC,26/09/2018
-6.53129176,-76.4930383,Electricidad,Clasificación,9/06/2017
-10.67901185,-76.27556573,Minería,ITS,1/08/2017
-14.07406315,-72.31043183,Minería,ITS,13/07/2020
-7.61396927,-78.2039437,Minería,Clasificación,2/07/2020
-5.28066227,-78.42789863,Electricidad,Clasificación,3/01/2017
-4.47844352,-81.17521553,Hidrocarburos,ITS,4/06/2018
-14.6528,-73.1313,Minería,ITS,29/12/2016
-11.95026596,-77.13329089,Minería,Clasificación,19/07/2017
-10.6169629,-76.21321529,Minería,ITS,13/09/2017
-13.71404519,-75.95838916,Electricidad,Clasificación,22/02/2017
-7.89642505,-78.1275554,Minería,Clasificación,20/03/2019
-16.53130068,-71.60082896,Minería,Clasificación,13/09/2019
-8.58832202,-78.6297001,Agricultura,Clasificación,16/07/2018
-16.54530107,-71.86197111,Residuos Sólidos,Clasificación,13/03/2019
-5.15808832,-80.68958724,Agricultura,Clasificación,8/10/2020
-17.77605787,-71.19058231,Electricidad,ITS,11/12/2018
-10.77107838,-76.28282306,Minería,ITS,10/04/2019
-10.86918459,-75.95957484,Minería,Clasificación,27/04/2016
-11.92199394,-72.93049633,Hidrocarburos,ITS,7/05/2019
-11.418027,-69.49624962,Transportes,ITS,14/04/2018
-12.70116963,-69.43387328,Transportes,ITS,1/02/2018
-11.73564997,-69.17258404,Transportes,ITS,13/03/2018
-13.0922,-75.9969,Minería,ITS,23/06/2016
-6.81893412,-79.83178857,Residuos Sólidos,Clasificación,15/10/2019
-10.53201622,-76.65424818,Transportes,Clasificación,22/10/2019
-14.3406,-72.7558,Minería,ITS,8/11/2016
-8.32822558,-76.31033375,Agricultura,Clasificación,10/12/2019
-13.09222044,-73.06309094,Transportes,Clasificación,11/12/2019
-8.7376074,-75.47509454,Transportes,Clasificación,18/12/2019
-5.15702479,-80.68951908,Agricultura,Clasificación,24/10/2018
-4.77225462,-81.14029332,Hidrocarburos,Clasificación,9/11/2020
-12.44379058,-76.60189149,Residuos Sólidos,ITS,6/11/2020
-4.47300372,-81.10665499,Hidrocarburos,Clasificación,9/11/2020
-6.18107877,-77.72022778,Transportes,Clasificación,9/05/2017
-15.83163945,-70.05149039,Electricidad,ITS,20/10/2017
-14.07817585,-72.32487553,Minería,Clasificación,20/12/2016
-13.1288593,-76.04020302,Minería,Clasificación,2/03/2016
-6.05633058,-77.06995554,Transportes,Clasificación,26/02/2018
-11.93624031,-77.11759633,Electricidad,MEIA-d,31/12/2017
-15.18680909,-71.86070062,Minería,ITS,12/02/2018
-7.6121,-78.2019,Minería,ITS,29/08/2016
-12.5864,-72.4395,Hidrocarburos,ITS,28/09/2016
-12.04521648,-77.13228827,Minería,ITS,25/10/2017
-11.2172,-76.4541,Minería,ITS,21/06/2016
-11.43418988,-69.34086411,Transportes,ITS,28/02/2020
-4.58133407,-81.28112485,Hidrocarburos,ITS,13/11/2020
-6.76470398,-78.6529662,Minería,Clasificación,2/10/2020
-6.02137901,-80.79762408,Minería,ITS,18/09/2020
-6.78545321,-78.62441908,Minería,ITS,16/10/2020
-8.91587517,-76.12771391,Transportes,Clasificación,6/03/2018
-16.24107283,-71.93134607,Minería,PPC,27/02/2019
-8.06032814,-79.08448388,Residuos Sólidos,Clasificación,10/04/2018
-12.72614832,-75.06231973,Minería,ITS,31/07/2019
-10.98914435,-69.55487932,Transportes,ITS,22/05/2018
-5.99922794,-76.22962885,Transportes,ITS,27/11/2017
-12.57580347,-69.31364626,Transportes,ITS,10/04/2018
-12.29990694,-69.17072321,Transportes,ITS,28/08/2019
-5.72757754,-79.88705863,Transportes,ITS,4/09/2019
-5.71627175,-77.91241356,Transportes,ITS,11/09/2019
-13.1760742,-70.3883007,Transportes,ITS,13/09/2019
-5.71368074,-78.4924922,Transportes,ITS,25/10/2019
-13.83843387,-70.87695508,Electricidad,Clasificación,10/02/2017
-7.9445874,-78.24752834,Minería,ITS,25/05/2017
-5.16870081,-80.69844046,Electricidad,ITS,19/06/2017
-6.47144715,-78.88751036,Transportes,Clasificación,6/11/2020
-6.12611092,-78.55056942,Transportes,Clasificación,9/11/2020
-12.06856406,-75.18118004,Agricultura,Clasificación,9/10/2020
-13.75017213,-76.09040579,Agricultura,Clasificación,14/10/2020
-13.5834599,-70.99881358,Transportes,ITS,5/12/2017
-12.06823673,-76.99652597,Transportes,Clasificación,19/10/2017
-15.231931,-75.140021,Minería,PPC,24/02/2020
-3.657501,-73.247226,Electricidad,PPC,11/03/2016
-10.68834115,-76.24664908,Transportes,Clasificación,16/04/2018
-7.20943495,-76.73588294,Transportes,Clasificación,16/09/2019
-8.12279376,-77.41081018,Minería,Clasificación,26/01/2017
-12.31087609,-75.72350863,Minería,ITS,18/05/2020
-15.0532,-75.0562,Electricidad,ITS,10/06/2020
-14.58376439,-69.39215633,Minería,Clasificación,21/07/2020
-17.49395857,-71.35924276,Minería,ITS,1/07/2020
-4.52022958,-81.21173445,Hidrocarburos,ITS,29/06/2017
-11.93624031,-77.11759633,Electricidad,ITS,17/10/2017
-17.6221,-70.9037,Electricidad,Clasificación,23/08/2016
-4.7711,-81.1403,Hidrocarburos,ITS,15/02/2018
-12.0859,-77.0152,Electricidad,Clasificación,13/01/2017
-8.76740501,-77.81454141,Electricidad,ITS,30/09/2020
-11.61387223,-76.77163603,Electricidad,Clasificación,6/12/2017
-10.95058264,-75.2254199,Transportes,Clasificación,14/11/2017
-10.45792975,-76.7464992,Minería,PPC,10/08/2018
-11.94097532,-76.70442962,Transportes,Clasificación,3/04/2018
-5.24438926,-74.32798316,Hidrocarburos,PPC,18/05/2018
-12.04388931,-77.12860255,Minería,ITS,1/07/2020
-14.07823403,-72.32263443,Minería,Clasificación,5/06/2020
-11.92429007,-77.1319302,Hidrocarburos,ITS,19/01/2018
-15.467,-71.9406,Minería,ITS,20/09/2016
-16.69950999,-71.81762929,Electricidad,Clasificación,28/02/2018
-11.49252771,-77.27457429,Minería,ITS,19/12/2019
-7.47037554,-79.45282809,Transportes,ITS,16/01/2020
-9.40670303,-77.01159092,Transportes,Clasificación,25/06/2019
-12.82526222,-74.10395809,Transportes,Clasificación,19/07/2019
-13.9311702,-75.69627332,Agricultura,IGAPRO,5/08/2019
-13.05278617,-73.698155,Hidrocarburos,ITS,20/10/2020
-5.24219041,-74.32754357,Hidrocarburos,ITS,30/10/2020
-9.87315667,-77.00479761,Minería,Clasificación,23/10/2020
-8.17506846,-77.30370514,Minería,ITS,17/09/2020
-16.59728301,-70.38041071,Electricidad,ITS,12/04/2018
-5.16871481,-80.69901506,Electricidad,ITS,14/12/2017
-6.45572915,-76.28813294,Transportes,ITS,17/01/2018
-5.25459036,-80.61737771,Transportes,ITS,21/05/2018
-10.09861058,-78.14458301,Transportes,ITS,15/05/2018
-12.07776764,-76.93194915,Transportes,Clasificación,27/10/2016
-11.896,-72.8517,Hidrocarburos,MEIA-d,25/10/2016
-7.01236339,-78.58356707,Minería,ITS,26/05/2017
-10.45792535,-76.74649699,Minería,ITS,10/02/2017
-4.9018,-81.1243,Hidrocarburos,ITS,2/11/2016
-8.9188,-75.0759,Hidrocarburos,EIA-d,27/09/2016
-10.8261732,-76.14352313,Minería,Clasificación,30/10/2017
-6.7658,-78.6297,Minería,ITS,8/10/2016
-14.04168099,-70.70393365,Minería,ITS,27/09/2017
-10.5792993,-76.21550921,Minería,MEIA-d,28/11/2017
-10.6797,-77.7421,Electricidad,ITS,12/02/2016
-11.4328,-75.9934,Electricidad,Clasificación,6/05/2016
-12.54376339,-76.73533058,Electricidad,ITS,28/02/2017
-11.0848,-77.1711,Electricidad,ITS,9/08/2016
-10.7663,-76.2856,Minería,ITS,11/10/2016
-11.22001465,-76.4564045,Minería,ITS,15/10/2020
-8.22932335,-77.77293471,Minería,ITS,2/11/2020
-14.94375857,-73.24250776,Minería,PPC,6/11/2020
-15.36067083,-74.83693608,Minería,PPC,16/11/2020
-6.09424154,-77.74424692,Transportes,Clasificación,23/09/2020
-6.06144346,-80.81926158,Minería,ITS,8/08/2017
-13.27732755,-74.32697841,Electricidad,ITS,9/10/2017
-11.59288495,-76.12686079,Minería,ITS,31/03/2017
-16.50414654,-71.5110534,Electricidad,ITS,12/06/2017
-14.2296,-70.3254,Minería,ITS,13/02/2018
-11.82480197,-77.07888999,Minería,Clasificación,19/07/2017
-11.9885,-73.0502,Hidrocarburos,ITS,28/06/2016
-4.39190904,-81.14483936,Hidrocarburos,ITS,18/05/2018
-6.02333849,-80.03927742,Agricultura,Clasificación,29/05/2018
-4.2834,-81.1897,Minería,ITS,18/04/2018
-12.12887018,-75.235802,Transportes,Clasificación,16/08/2019
-11.8263535,-77.03064168,Minería,Clasificación,19/07/2017
-14.95685863,-73.92157215,Minería,ITS,13/12/2018
-13.70420404,-75.65461285,Hidrocarburos,ITS,22/07/2019
-12.16711456,-73.08533707,Hidrocarburos,ITS,5/06/2019
-4.36722324,-81.05678928,Hidrocarburos,ITS,6/06/2019
-6.98623868,-78.52053679,Minería,PPC,17/10/2019
-11.46294436,-69.30463471,Transportes,ITS,23/05/2018
-3.64571368,-80.60360405,Electricidad,ITS,3/05/2018
-15.79996586,-74.24451833,Minería,ITS,8/01/2021
-17.81675346,-69.80845071,Minería,ITS,7/01/2021
-12.04267767,-77.129482,Minería,ITS,8/01/2021
-12.30848526,-75.71109652,Minería,Clasificación,11/01/2021
-5.85620801,-76.15437193,Transportes,ITS,13/12/2017
-6.38895249,-78.14653746,Transportes,Clasificación,7/08/2017
-11.11992734,-75.36756787,Transportes,Clasificación,7/03/2017
-7.52067681,-78.14383572,Transportes,Clasificación,27/03/2017
-8.3782669,-74.88756104,Residuos Sólidos,Clasificación,20/01/2021
-6.6059009,-77.84899363,Transportes,Clasificación,27/01/2017
-11.625066,-76.116891,Minería,PPC,5/08/2019
-14.23732838,-70.3211634,Minería,MEIA-d,14/09/2016
-15.40057162,-74.97916073,Electricidad,Clasificación,9/11/2018
-15.19108696,-71.63175549,Agricultura,ITS,18/05/2018
-13.2446993,-76.2978417,Hidrocarburos,ITS,8/05/2019
-4.49652438,-81.18253829,Hidrocarburos,ITS,7/08/2019
-5.78462188,-79.41178337,Transportes,ITS,26/01/2021
-6.46601976,-76.41993894,Transportes,ITS,26/01/2021
-6.12297123,-76.28046624,Transportes,ITS,26/01/2021
-9.93501682,-76.11513228,Electricidad,MEIA-d,27/01/2021
-5.94302894,-79.61770713,Transportes,ITS,27/01/2021
-14.67546522,-75.12003395,Electricidad,EIA-d,9/10/2018
-4.32147629,-81.22897636,Hidrocarburos,ITS,24/07/2019
-13.19343046,-70.61484485,Transportes,ITS,3/02/2018
-9.46633917,-78.32465574,Transportes,ITS,15/12/2017
-4.93383999,-81.06669904,Hidrocarburos,PPC,23/01/2020
-4.48202846,-81.15902631,Hidrocarburos,ITS,25/10/2019
-16.613092,-72.099027,Electricidad,PPC,13/04/2020
-10.0726606,-78.15508061,Agricultura,IGAPRO,28/10/2020
-12.22843541,-76.96446969,Salud,Clasificación,1/02/2021
-13.11567022,-74.21613328,Electricidad,ITS,8/11/2017
-15.16364374,-75.0857432,Minería,ITS,29/01/2021
-11.18433573,-76.52423823,Minería,ITS,2/02/2021
-14.229,-70.325843,Minería,ITS,14/12/2020
-11.7564497,-76.29494566,Electricidad,Clasificación,28/09/2017
-10.33954082,-74.89822924,Transportes,ITS,5/04/2018
-7.7223418,-77.66279276,Agricultura,Clasificación,21/02/2018
-9.26425212,-78.42672676,Transportes,ITS,19/10/2017
-9.56878021,-77.03114493,Minería,ITS,9/02/2021
-12.5898613,-69.22289345,Electricidad,ITS,5/02/2021
-12.04431811,-75.24433507,Transportes,Clasificación,14/11/2017
-6.59117792,-79.90056192,Agricultura,Clasificación,13/06/2018
-16.39190689,-71.5320623,Transportes,Clasificación,23/03/2018
-17.77596145,-69.92939233,Minería,ITS,3/05/2019
-13.71028969,-70.17971803,Electricidad,ITS,26/04/2019
-8.0498615,-79.06600368,Residuos Sólidos,ITS,16/12/2020
-13.08875296,-75.99093623,Minería,Clasificación,21/12/2020
-10.62937221,-76.69256759,Minería,ITS,1/12/2020
-3.24883238,-77.23483773,Minería,Clasificación,24/09/2019
-4.49850754,-81.20898703,Hidrocarburos,ITS,15/11/2019
-5.25757991,-79.44182694,Transportes,Clasificación,15/03/2017
-5.98675731,-77.75417632,Transportes,Clasificación,31/03/2017
-7.60848716,-78.14029134,Transportes,Clasificación,16/06/2017
-5.92786097,-80.53149675,Electricidad,ITS,16/03/2018
-16.52561525,-71.58299055,Minería,ITS,1/03/2021
-12.0005049,-77.05990655,Electricidad,Clasificación,20/03/2018
-13.41180965,-70.31152211,Transportes,Clasificación,23/01/2018
-10.33951497,-76.08176043,Transportes,Clasificación,10/01/2018
-6.76606242,-78.63109127,Minería,PPC,26/09/2018
-5.93080498,-80.79530208,Electricidad,PPC,26/03/2019
-17.77545013,-71.18746592,Electricidad,ITS,13/08/2019
-12.25908968,-76.82869706,Electricidad,Clasificación,8/02/2018
-11.95376708,-69.13119293,Transportes,ITS,11/04/2018
-10.75628973,-75.49708785,Electricidad,PPC,25/01/2018
-11.49626839,-76.32123846,Minería,ITS,21/11/2019
-12.81698106,-74.08717817,Transportes,Clasificación,19/07/2019
-5.17583248,-80.69108421,Transportes,ITS,25/05/2018
-13.60696592,-71.23409815,Transportes,ITS,2/02/2018
-13.5834599,-70.99881358,Transportes,ITS,21/12/2017
-9.48546338,-78.27497136,Transportes,ITS,6/12/2017
-6.82194158,-77.91509628,Transportes,Clasificación,27/11/2017
-12.23259466,-76.96243926,Transportes,Clasificación,28/06/2017
-7.11018475,-75.17930533,Hidrocarburos,PPC,20/10/2016
-9.776518,-76.80432,Transportes,ITS,14/12/2020
-10.60611652,-76.21142882,Minería,ITS,15/01/2021
-11.48650944,-75.75437336,Electricidad,PPC,21/11/2018
-10.66667128,-75.32486683,Transportes,Clasificación,16/03/2018
-12.16689808,-77.01947316,Transportes,Clasificación,30/01/2018
-6.12416691,-76.84099568,Transportes,ITS,24/04/2018
-12.03806656,-77.07065906,Electricidad,Clasificación,30/12/2020
-12.02226007,-77.11818815,Transportes,MEIA-d,15/12/2017
-12.93631135,-75.73316001,Transportes,Clasificación,21/03/2018
-9.92566573,-76.36243594,Transportes,ITS,14/12/2020
-9.8679757,-76.47641208,Transportes,ITS,15/12/2020
-7.94460011,-78.24749756,Minería,Clasificación,21/04/2021
-12.54372625,-76.73636358,Electricidad,ITS,1/12/2020
-11.745804,-76.007679,Minería,Clasificación,3/12/2020
-11.59753343,-76.14022921,Minería,ITS,10/12/2020
-15.07089196,-73.6645198,Minería,Clasificación,14/12/2020
-13.51627714,-70.42451459,Electricidad,MEIA-d,21/12/2020
-15.28081469,-72.35270199,Minería,ITS,23/12/2020
-16.56306802,-71.82437,Transportes,Clasificación,19/03/2018
-16.46492422,-71.82746395,Agricultura,Clasificación,13/03/2018
-13.8674667,-74.2779961,Transportes,Clasificación,11/04/2018
-4.54692508,-81.14701818,Hidrocarburos,Clasificación,29/04/2019
-13.66984041,-72.93078456,Transportes,ITS,23/03/2018
-7.4570596,-79.45915396,Transportes,ITS,23/11/2017
-8.17644786,-77.30602598,Minería,Clasificación,30/12/2020
-17.25638072,-70.6144993,Minería,ITS,31/12/2020
-12.13768194,-77.02700928,Transportes,Clasificación,11/01/2021
